"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050868","GO:0050868","negative regulation of T cell activation","47/2549","112/18670",1.525705108943e-13,1.24204440908294e-11,1.00459862713505e-11,"LAX1/LILRB1/TIGIT/RIPOR2/JAK3/PLA2G2D/CTLA4/PTPN6/ADORA2A/PTPN22/LAG3/RUNX3/IL4R/SPN/BTN2A2/TBX21/CD300A/TMEM131L/PAG1/CD274/CD86/FOXP3/GNRH1/DUSP22/FCGR2B/IRF1/IHH/HLX/XCL1/HAVCR2/TNFSF4/TNFAIP8L2/CD74/GLI3/LGALS9C/CASP3/TNFRSF14/CD80/HLA-G/DTX1/TGFB1/NFKBID/PRKAR1A/IDO1/LGALS9/LILRB2/SOCS6",47
"GO:0046635","GO:0046635","positive regulation of alpha-beta T cell activation","33/2549","62/18670",1.70049808801982e-13,1.3663612559193e-11,1.10514940675956e-11,"RASAL3/PTPRC/SASH3/ZAP70/IL12RB1/CD3E/RUNX3/IL4R/CD28/MYB/NCKAP1L/IL12A/ADA/CCR2/CCL19/CD86/ITPKB/FOXP3/CD83/MALT1/IHH/NLRP3/HLX/IL23A/XCL1/TNFSF4/IFNG/IL18/GLI3/CD80/NFKBID/AP3B1/LGALS9",33
"GO:0050900","GO:0050900","leukocyte migration","128/2549","499/18670",3.58722384646234e-13,2.84540435103365e-11,2.30143888880998e-11,"STAP1/VPREB3/SIRPG/INPP5D/GPSM3/CORO1A/LCK/CNR2/RIPOR2/ZAP70/JCHAIN/AIRE/MYO1G/ITGAL/JAML/ITGAX/KLRK1/CXCL13/CXCR4/VAV1/PTPN6/SELL/ITGA4/CD84/CD48/RAC2/CD2/TNFSF11/GPR18/TNFRSF18/DOCK8/SPN/PIK3CD/STK10/PTK2B/TBX21/CD300A/NCKAP1L/CD244/CXCR5/ITGAM/ITGB7/CCR5/FUT7/PTPRO/CXCL10/CCR6/ADAM8/CALCA/XCL2/IL12A/MCOLN2/IGLL1/IL16/ADA/CCR7/SCG2/CD200R1/CCL17/TNF/ADTRP/CCR2/CCL22/CXCL11/ITGB2/SELPLG/CCL19/IL27RA/TRPM2/DOK2/CXCL9/CXCR3/CCL20/CHGA/IL1B/PYCARD/VPREB1/GPR15/SLC7A5/TNFRSF10A/SLC7A7/GBF1/IL23A/XCL1/GRB14/MST1/CD74/PIK3CG/F2RL1/CCL25/GYPC/B4GALT1/OLR1/F2/GPC1/ITGB1/GPR183/TNFRSF14/LYST/GATA3/VEGFC/CEACAM5/EDNRB/SDC1/GLG1/VEGFA/THBS4/DBH/TGFB1/P2RY12/IL36RN/ABR/CCN3/TREM1/LGALS9/FYN/APP/THBD/CSF3R/CKLF/LYN/PPIL2/RIPK3/HCK/FER/TRPM4/TEK/SBDS",128
"GO:0035710","GO:0035710","CD4-positive, alpha-beta T cell activation","41/2549","92/18670",4.84756707023395e-13,3.75069218560578e-11,3.03365982159024e-11,"IRF4/SLAMF6/SASH3/JAK3/PLA2G2D/LY9/IL12RB1/RUNX3/IL4R/SPN/BATF/MYB/TBX21/NCKAP1L/FUT7/TCIRG1/IL12A/CD274/CCL19/CD86/FOXP3/RELB/CD83/MALT1/NLRP3/HLX/IL23A/XCL1/TNFSF4/IFNG/IL18/STAT6/LGALS9C/GPR183/SH3RF1/CD80/GATA3/LEF1/IL18R1/NFKBID/LGALS9",41
"GO:0043367","GO:0043367","CD4-positive, alpha-beta T cell differentiation","36/2549","74/18670",4.86743690218431e-13,3.75069218560578e-11,3.03365982159024e-11,"IRF4/SLAMF6/SASH3/JAK3/PLA2G2D/LY9/IL12RB1/RUNX3/IL4R/SPN/BATF/MYB/TBX21/NCKAP1L/FUT7/CCL19/CD86/FOXP3/RELB/CD83/MALT1/NLRP3/HLX/IL23A/TNFSF4/IFNG/IL18/STAT6/GPR183/SH3RF1/CD80/GATA3/LEF1/IL18R1/NFKBID/LGALS9",36
"GO:0030183","GO:0030183","B cell differentiation","51/2549","131/18670",4.91039384247727e-13,3.75069218560578e-11,3.03365982159024e-11,"MS4A1/CD19/CD79A/FCRL3/CR2/CARD11/CD79B/INPP5D/BTK/POU2F2/PTPRC/JAK3/CD27/IKZF3/PTPN6/ITGA4/PLCG2/DOCK10/PTK2B/CD40LG/NCKAP1L/AICDA/TCIRG1/ATM/ADA/HDAC9/NFAM1/FCGR2B/LYL1/C17orf99/INHA/BLNK/MALT1/MIR17HG/HMGB3/ITGB1/GPR183/ATP11C/CYLD/ABL1/BAK1/TLR9/TCF3/MFNG/ITFG2/BAX/IL4/PPP2R3C/LFNG/CMTM7/IL7",51
"GO:0002228","GO:0002228","natural killer cell mediated immunity","33/2549","64/18670",5.57179025627355e-13,4.20398369702006e-11,3.40029407937413e-11,"SLAMF6/LILRB1/CORO1A/SLAMF7/KLRK1/VAV1/PTPN6/CD96/NCR3/LAG3/RASGRP1/CRTAM/HLA-F/ARRB2/SH2D1A/NCR1/MICB/IL12A/UNC13D/KLRD1/SERPINB9/HAVCR2/IL18/IL18RAP/SH2D1B/LYST/HLA-G/PRDX1/PVR/LGALS9/KLRC2/CD226/RAET1E",33
"GO:0050864","GO:0050864","regulation of B cell activation","63/2549","184/18670",9.08660009548754e-13,6.77334876997366e-11,5.47846504171817e-11,"CD19/FCRL3/MZB1/IGLL5/CARD11/TNFRSF13B/INPP5D/BTK/PTPRC/TNFRSF13C/SASH3/CD27/IKZF3/CTLA4/PTPN6/NOD2/BANK1/CD28/SLA2/TBX21/CD300A/NCKAP1L/IGLL1/ATM/ADA/CD40/IL27RA/CD22/TNFAIP3/PKN1/FOXP3/MAD2L2/NFAM1/FCGR2B/INHA/SAMSN1/APLF/TNFSF4/STAT6/NFATC2/CD74/MIR17HG/CHRNB2/HMGB3/GPR183/ATP11C/CASP3/CYLD/TLR9/CD38/TNFSF13B/SHLD3/TGFB1/MEF2C/TNFRSF4/MNDA/LYN/TYROBP/IRS2/IL4/PPP2R3C/ATAD5/IL7",63
"GO:0032729","GO:0032729","positive regulation of interferon-gamma production","33/2549","65/18670",9.83920870498692e-13,7.24704574497072e-11,5.86160378239446e-11,"SLAMF6/TNFRSF13C/SASH3/IRF8/KLRK1/IL12RB1/PTPN22/CD2/RASGRP1/CD3E/CD244/LTA/HLA-DPB1/TXK/IL12A/TNF/CCR2/IL27RA/IL1B/PYCARD/TLR7/HLA-DPA1/IL23A/HAVCR2/TNFSF4/IL18/ABL1/CLEC7A/TLR9/IL18R1/HMHB1/LGALS9/CD226",33
"GO:0032945","GO:0032945","negative regulation of mononuclear cell proliferation","35/2549","73/18670",1.76088004075413e-12,1.26212035329123e-10,1.0208365859734e-10,"TNFRSF13B/LILRB1/INPP5D/BTK/PLA2G2D/CTLA4/PTPN6/SPN/BTN2A2/CD300A/LST1/ATM/TMEM131L/CD274/CD86/PKN1/FOXP3/GNRH1/FCGR2B/IHH/XCL1/HAVCR2/LGALS9C/CASP3/TNFRSF14/CD80/HLA-G/TGFB1/MNDA/PRKAR1A/IDO1/LGALS9/LYN/TYROBP/LILRB2",35
"GO:0050672","GO:0050672","negative regulation of lymphocyte proliferation","35/2549","73/18670",1.76088004075413e-12,1.26212035329123e-10,1.0208365859734e-10,"TNFRSF13B/LILRB1/INPP5D/BTK/PLA2G2D/CTLA4/PTPN6/SPN/BTN2A2/CD300A/LST1/ATM/TMEM131L/CD274/CD86/PKN1/FOXP3/GNRH1/FCGR2B/IHH/XCL1/HAVCR2/LGALS9C/CASP3/TNFRSF14/CD80/HLA-G/TGFB1/MNDA/PRKAR1A/IDO1/LGALS9/LYN/TYROBP/LILRB2",35
"GO:0002702","GO:0002702","positive regulation of production of molecular mediator of immune response","41/2549","95/18670",1.77476112391041e-12,1.26212035329123e-10,1.0208365859734e-10,"MZB1/LILRB1/PTPRC/SASH3/SEMA7A/NOD2/IL4R/CD28/HLA-F/TBX21/CD244/CD40/MAD2L2/C17orf99/IL1B/MALT1/NLRP3/XCL1/TNFSF4/IL18/STAT6/CD74/B2M/F2RL1/TNFRSF14/GATA3/STX4/HLA-G/TLR9/DDX1/SHLD3/IL18R1/TRAF2/TGFB1/TNFRSF4/TRIM6/CD226/HK1/DHX36/IL4/ATAD5",41
"GO:0002429","GO:0002429","immune response-activating cell surface receptor signaling pathway","121/2549","473/18670",1.95717550437071e-12,1.37386648460615e-10,1.11121983578771e-10,"BLK/MS4A1/CD19/STAP1/CD79A/FCRL3/CR2/IGLL5/PAX5/LAX1/CARD11/KCNN4/CD79B/PRKCB/INPP5D/BTK/LCK/LAT2/PTPRC/WAS/TESPA1/KLHL6/ZAP70/MYO1G/CD247/TRAT1/ICAM3/KLRK1/CTLA4/LCP2/GRAP2/VAV1/PTPN6/CD3D/PLCG2/NCR3/PTPN22/ITK/CD3E/UBASH3A/CD28/SKAP1/BTN2A1/SLA2/PIK3CD/BTN2A2/CD300A/CD3G/NCKAP1L/BTN3A2/FYB1/CSK/WIPF1/PSMB8/MICB/SH2B2/HLA-DPB1/CYFIP2/HLA-DQA1/TXK/THEMIS/IGLL1/BTN3A3/BTN3A1/ADA/CARD9/HLA-DQB1/CCR7/PAG1/LPXN/CR1/CD22/MUC16/FOXP3/BTN1A1/DUSP22/RELB/NFAM1/FCGR2B/BTNL2/PSMB9/MALT1/LAT/HLA-DRB1/PSMB10/HLA-DPA1/NFATC2/HHLA2/ELMO1/HLA-DRA/FGR/CYLD/IKBKB/ABL1/GATA3/CLEC10A/CD4/LIMK1/CD38/FYB2/MEF2C/NFKBID/MNDA/CMTM3/FYN/BAX/CACNA1F/CD226/LILRB4/LYN/PSMC2/PSMD1/HLA-DQB2/PRKD2/PSMA8/HCK/PRAM1/PLD2/SPPL3/ARPC2/BTN2A3P",121
"GO:0006968","GO:0006968","cellular defense response","29/2549","53/18670",1.97630704913443e-12,1.37386648460615e-10,1.11121983578771e-10,"FCMR/NCF1/TRAT1/ADORA2A/ITK/SPN/SH2D1A/PTK2B/NCR1/CCR5/KLRG1/CCR6/CCR9/TCIRG1/CCR2/CXCL9/LSP1/PRF1/ITGB1/NCF2/HLA-G/CCR3/LY96/MNDA/KIR3DL2/KLRC2/TYROBP/LILRB2/CD300C",29
"GO:0001782","GO:0001782","B cell homeostasis","21/2549","30/18670",2.65037104016884e-12,1.82198284728051e-10,1.47366829531727e-10,"TNFRSF13B/GAPT/TNFRSF13C/DOCK10/NCKAP1L/SH2B2/ADA/TNFAIP3/PKN1/FOXP3/HIF1A/CD74/MIR17HG/CASP3/ABL1/BAK1/TNFSF13B/MEF2C/BAX/LYN/PPP2R3C",21
"GO:0070664","GO:0070664","negative regulation of leukocyte proliferation","36/2549","78/18670",3.54040222759502e-12,2.40708445957477e-10,1.94691407634317e-10,"TNFRSF13B/LILRB1/INPP5D/BTK/PLA2G2D/CTLA4/PTPN6/SPN/BTN2A2/CD300A/LST1/ATM/TMEM131L/CD274/TNFAIP3/CD86/PKN1/FOXP3/GNRH1/FCGR2B/IHH/XCL1/HAVCR2/LGALS9C/CASP3/TNFRSF14/CD80/HLA-G/TGFB1/MNDA/PRKAR1A/IDO1/LGALS9/LYN/TYROBP/LILRB2",36
"GO:1903038","GO:1903038","negative regulation of leukocyte cell-cell adhesion","49/2549","129/18670",4.09662400125232e-12,2.75497964084218e-10,2.22830097276356e-10,"LAX1/LILRB1/TIGIT/RIPOR2/JAK3/PLA2G2D/CTLA4/PTPN6/ADORA2A/PTPN22/LAG3/RUNX3/IL4R/SPN/BTN2A2/TBX21/CD300A/TMEM131L/PAG1/CD274/ADTRP/CD86/FOXP3/GNRH1/DUSP22/FCGR2B/IRF1/IHH/HLX/XCL1/HAVCR2/TNFSF4/TNFAIP8L2/CD74/GLI3/CCL25/LGALS9C/CASP3/TNFRSF14/CD80/HLA-G/DTX1/TGFB1/NFKBID/PRKAR1A/IDO1/LGALS9/LILRB2/SOCS6",49
"GO:0002711","GO:0002711","positive regulation of T cell mediated immunity","27/2549","48/18670",4.73296927492243e-12,3.14869687139195e-10,2.54674996411786e-10,"PTPRC/SASH3/IL12RB1/HLA-F/IL12A/P2RX7/CD1B/CD1C/HLA-B/FOXP3/CD1E/IL1B/MALT1/HLA-A/NLRP3/IL23A/XCL1/TNFSF4/IL18/B2M/GATA3/HLA-G/HLA-C/IL18R1/TRAF2/PVR/STX7",27
"GO:0048872","GO:0048872","homeostasis of number of cells","75/2549","246/18670",4.98808519894437e-12,3.28311522615626e-10,2.65547111262951e-10,"CARD11/TNFRSF13B/IKZF1/GAPT/INPP5D/CORO1A/TNFRSF17/GPR174/TNFRSF13C/SASH3/JAK3/PMAIP1/DOCK10/SIT1/PIK3CD/NCKAP1L/CCR4/EZH2/HCLS1/SH2B2/IL7R/TCIRG1/CCNB2/ADA/P2RX7/CCR7/CCR2/SPI1/TNFAIP3/PKN1/ITPKB/FOXP3/RASSF2/FLT3LG/INHA/FOXN1/LAT/RBFOX2/LGR4/HIF1A/CD74/B2M/MIR17HG/AMPD3/GPR183/SOX9/CASP3/CYLD/NCSTN/EPAS1/ABL1/GATA3/BAK1/STAT5B/DYRK3/VEGFA/TNFSF13B/TGFB1/POLB/MEF2C/PRDX1/CCN3/LGALS9/SH2B3/BAX/RRN3/CACNA1F/LYN/RIPK3/ADGRF5/PPP2R3C/KLHL10/SLC25A38/IL7/GCNT4",75
"GO:0043368","GO:0043368","positive T cell selection","22/2549","34/18670",9.06729709694051e-12,5.90519654092325e-10,4.77628037660445e-10,"IRF4/SLAMF6/PTPRC/DOCK2/ZAP70/LY9/IL12RB1/CD3D/CD3E/SPN/BCL11B/BATF/TBX21/CD3G/THEMIS/ITPKB/FOXP3/FOXN1/IL23A/STAT6/CD74/CYLD",22
"GO:0002237","GO:0002237","response to molecule of bacterial origin","94/2549","343/18670",1.00961822243302e-11,6.50677910645114e-10,5.26285639193703e-10,"STAP1/TLR6/LILRB1/CNR2/IRF8/IL24/CD6/KLRK1/CXCL13/NOD2/PLCG2/CD96/GFI1/ACP5/PTPN22/FASLG/IL10RA/CD180/LY86/AICDA/KMO/CCR5/LTA/TNIP3/CXCL10/CASP1/CARD8/SIGIRR/NLRP7/IL12A/NFKB2/GCH1/CASP8/CARD9/INAVA/P2RX7/CCR7/IRF5/TNF/CD274/CXCL11/TNFAIP3/CD86/CXCL9/GNRH1/CSF2RB/FCGR2B/TNFRSF1B/IL1B/CEBPE/WDR35/PYCARD/CARD16/SASH1/MALT1/TLR1/ABCC2/TIMP4/NLRP3/HAVCR2/TNFSF4/IL18/B2M/ATP2A2/CARD17/HAMP/CASP3/ABL1/CD80/NR1H4/TLR9/EDNRB/BMP6/SHPK/LY96/TGFB1/MEF2C/IL36RN/TRIM6/ABR/CPS1/IDO1/LGALS9/CDC73/THBD/MGST1/LYN/NOS1/HCK/LDOC1/TICAM2/LILRB2/FER/TRIB1",94
"GO:0002312","GO:0002312","B cell activation involved in immune response","34/2549","73/18670",1.02160870538748e-11,6.51617841261066e-10,5.27045880131533e-10,"CD19/GAPT/PTPRC/PLCG2/DOCK10/CD28/BATF/CD180/PTK2B/CD40LG/TBX21/AICDA/CCR6/ADA/CD40/IL27RA/FOXP3/MAD2L2/FCGR2B/C17orf99/APLF/TNFSF4/EXO1/STAT6/GPR183/ABL1/LIG4/MFNG/SHLD3/TGFB1/ITFG2/IL4/LFNG/ATAD5",34
"GO:0046637","GO:0046637","regulation of alpha-beta T cell differentiation","31/2549","63/18670",1.37898047106756e-11,8.7058695658112e-10,7.04153937642875e-10,"IRF4/SASH3/ZAP70/JAK3/IL12RB1/RUNX3/IL4R/MYB/TBX21/NCKAP1L/ADA/CCL19/CD86/ITPKB/FOXP3/CD83/MALT1/IHH/NLRP3/HLX/IL23A/TNFSF4/IFNG/IL18/GLI3/SH3RF1/CD80/GATA3/NFKBID/AP3B1/LGALS9",31
"GO:0002440","GO:0002440","production of molecular mediator of immune response","82/2549","286/18670",1.77669816662441e-11,1.11034662190962e-09,8.98077946212912e-10,"FCRL3/MZB1/LAX1/CARD11/VPREB3/LILRB1/GAPT/BTK/POU2F2/PTPRC/SASH3/JAK3/SEMA7A/NOD2/CD96/IL4R/CD28/HLA-F/BATF/CD40LG/TBX21/CD244/AICDA/CCR6/IL7R/TCIRG1/IL12A/POLQ/ATM/HLA-DQB1/INAVA/TNF/CD40/CCR2/IL27RA/CD22/PKN1/FOXP3/TMIGD2/MAD2L2/FCGR2B/C17orf99/CHGA/TNFRSF1B/IL1B/VPREB1/MALT1/NLRP3/APLF/CGAS/XCL1/TNFSF4/EXO1/IL18/STAT6/CD74/B2M/IL18RAP/F2RL1/SPINK5/TNFRSF14/GATA3/STX4/HLA-G/LIG4/TLR9/TCF3/TNFSF13B/DDX1/SHLD3/IL18R1/TRAF2/TGFB1/POLB/TNFRSF4/TRIM6/CD226/HK1/DHX36/IL4/ATAD5/TRPM4",82
"GO:0046638","GO:0046638","positive regulation of alpha-beta T cell differentiation","26/2549","47/18670",1.97468719262368e-11,1.22173896607627e-09,9.88175043550837e-10,"SASH3/ZAP70/IL12RB1/RUNX3/IL4R/MYB/NCKAP1L/ADA/CCL19/CD86/ITPKB/FOXP3/CD83/MALT1/IHH/NLRP3/HLX/IL23A/TNFSF4/IFNG/IL18/GLI3/CD80/NFKBID/AP3B1/LGALS9",26
"GO:0045088","GO:0045088","regulation of innate immune response","114/2549","452/18670",2.26087783304097e-11,1.38495555970539e-09,1.12018897532848e-09,"AIM2/TLR10/FCRL3/IRF4/SLAMF6/CARD11/TLR6/LILRB1/ZBP1/BTK/PYHIN1/ICAM3/KLRK1/NLRC3/VAV1/PTPN6/NOD2/BIRC3/PLCG2/CD96/GFI1/NCR3/PTPN22/LAG3/GBP5/RASGRP1/TREML2/CRTAM/HLA-F/ARRB2/SH2D1A/CD300A/TRAF3/NCR1/PIK3AP1/ITGAM/PSMB8/MICB/TNIP3/NLRC5/ADAM8/TXK/IL12A/CASP8/CARD9/INAVA/CR1/ITGB2/MUC16/TNFAIP3/UNC93B1/CTSS/RELB/FCGR2B/PSMB9/RNF125/COCH/PYCARD/TLR7/IRF1/MALT1/TLR1/CD300LF/PSMB10/CNPY3/PARP14/SERPINB9/LGR4/CGAS/HAVCR2/IFNG/PGLYRP2/TNIP1/IL18RAP/F2RL1/SH2D1B/LILRA4/FGR/HMGB3/CYLD/IKBKB/RNASEL/XRCC5/NR1H4/ERAP1/CLEC7A/HLA-G/CLEC10A/EREG/TLR9/OTULIN/LRP8/PUM1/LY96/TRIM6/POLR3B/BIRC2/MNDA/PVR/LGALS9/FYN/CD226/USP18/LYN/IFNAR2/PSMC2/PSMD1/PSMA8/HCK/PIK3C3/TICAM2/CYBA/TKFC/RAET1E",114
"GO:0002287","GO:0002287","alpha-beta T cell activation involved in immune response","30/2549","61/18670",2.99209947819793e-11,1.79729315258355e-09,1.45369861209535e-09,"IRF4/SLAMF6/JAK3/EOMES/LY9/IL12RB1/IL4R/SPN/BATF/MYB/TBX21/CCL19/CD86/FOXP3/RELB/MALT1/NLRP3/HLX/IL23A/TNFSF4/IFNG/IL18/STAT6/GPR183/CD80/GATA3/LEF1/IL18R1/NFKBID/LGALS9",30
"GO:0002293","GO:0002293","alpha-beta T cell differentiation involved in immune response","30/2549","61/18670",2.99209947819793e-11,1.79729315258355e-09,1.45369861209535e-09,"IRF4/SLAMF6/JAK3/EOMES/LY9/IL12RB1/IL4R/SPN/BATF/MYB/TBX21/CCL19/CD86/FOXP3/RELB/MALT1/NLRP3/HLX/IL23A/TNFSF4/IFNG/IL18/STAT6/GPR183/CD80/GATA3/LEF1/IL18R1/NFKBID/LGALS9",30
"GO:0050854","GO:0050854","regulation of antigen receptor-mediated signaling pathway","31/2549","65/18670",3.86661665865155e-11,2.30026512183434e-09,1.86051574850501e-09,"BLK/CD19/STAP1/FCRL3/PAX5/KCNN4/PRKCB/LCK/PTPRC/TESPA1/TRAT1/PTPN6/PTPN22/UBASH3A/BTN2A2/CD300A/ADA/CCR7/LPXN/CD22/DUSP22/NFAM1/FCGR2B/MALT1/CYLD/CMTM3/CACNA1F/CD226/LILRB4/LYN/PRKD2",31
"GO:0001914","GO:0001914","regulation of T cell mediated cytotoxicity","21/2549","33/18670",4.34262753178704e-11,2.55884157515871e-09,2.06965927680357e-09,"LILRB1/PTPRC/IL12RB1/HLA-F/IL7R/IL12A/P2RX7/CD1B/CD1C/HLA-B/FCGR2B/CD1E/HLA-A/IL23A/XCL1/B2M/HLA-G/HLA-C/PVR/STX7/RIPK3",21
"GO:0022408","GO:0022408","negative regulation of cell-cell adhesion","59/2549","181/18670",4.72783078569453e-11,2.75953670482001e-09,2.23198684758608e-09,"LAX1/LILRB1/TIGIT/RIPOR2/JAK3/PLA2G2D/CTLA4/PTPN6/AKNA/ADORA2A/PTPN22/LAG3/RUNX3/IL4R/SPN/BTN2A2/TBX21/CD300A/TMEM131L/PAG1/CD274/ADTRP/FXYD5/CD86/FOXP3/GNRH1/MAD2L2/DUSP22/FCGR2B/IRF1/IHH/HLX/XCL1/HAVCR2/TNFSF4/TNFAIP8L2/CD74/WNT1/GLI3/CCL25/LGALS9C/CASP3/ABL1/TNFRSF14/CD80/HLA-G/DTX1/BMP6/VEGFA/TGFB1/NFKBID/PRKAR1A/IDO1/LGALS9/SH2B3/ADIPOQ/PLG/LILRB2/SOCS6",59
"GO:0051056","GO:0051056","regulation of small GTPase mediated signal transduction","91/2549","338/18670",6.1232843022372e-11,3.54063177363939e-09,2.86375736082987e-09,"ARHGAP9/RASAL3/RHOH/GPR174/ARHGAP45/RIPOR2/DEPDC1B/P2RY10/CYTH4/ARHGAP30/VAV1/ARHGAP25/RASGRF1/RAC2/ARHGAP4/RASGRP1/GPR18/TAGAP/GPR65/RALGPS2/ARHGEF1/RASGEF1A/MYO9B/TIAM1/SH2B2/SH3BP1/GPR55/SIPA1/STARD13/GMIP/FGD3/IQSEC1/FOXM1/KALRN/ITPKB/KIF14/ARHGEF6/ARHGAP15/ARHGEF3/RELN/LPAR6/ARHGEF18/RACGAP1/KCTD10/FGD2/RASA2/SYDE2/ARHGAP19/GBF1/F2RL1/CDC42SE2/PLEKHG3/DENND4B/ARHGAP31/RHOG/DGKI/ITGB1/PSD4/ABL1/EPS8L1/HEG1/ECT2/MCF2L2/ARHGDIB/ARHGAP32/ARHGAP29/ABR/RAP1GAP/PLEKHG2/CDON/CDC42SE1/TSC2/ARHGAP20/IGF1/PREX2/CBL/LYN/SRGAP1/ARAP1/RHOV/PLEKHG4B/NF1/KCTD13/IRS2/SQSTM1/NET1/MYO9A/PLCE1/ARHGEF11/KANK1/OGT",91
"GO:0001913","GO:0001913","T cell mediated cytotoxicity","26/2549","49/18670",6.95038601495191e-11,3.98167021060254e-09,3.22048100536855e-09,"LILRB1/PTPRC/IL12RB1/HLA-F/MICB/GZMM/IL7R/IL12A/P2RX7/CD1B/CD1C/HLA-B/FCGR2B/CD1E/CTSH/HLA-A/IL23A/XCL1/B2M/PRF1/HLA-G/HLA-C/PVR/STX7/RIPK3/RAET1E",26
"GO:0031295","GO:0031295","T cell costimulation","28/2549","56/18670",8.24478166446372e-11,4.67985909706762e-09,3.78519478830136e-09,"CARD11/BTLA/LCK/TNFRSF13C/PDCD1/KLRK1/CTLA4/GRAP2/VAV1/PTPN6/ICOS/CD3E/CD28/CD5/CD40LG/CSK/CCR7/CD274/CCL19/CD86/TMIGD2/TNFSF4/HHLA2/TNFRSF14/CD80/TNFSF13B/FYN/LYN",28
"GO:0002637","GO:0002637","regulation of immunoglobulin production","30/2549","63/18670",8.37215401344804e-11,4.70895608010936e-09,3.80872920382124e-09,"FCRL3/MZB1/PTPRC/SASH3/IL4R/CD28/CD40LG/TBX21/TNF/CD40/IL27RA/CD22/PKN1/FOXP3/MAD2L2/FCGR2B/C17orf99/APLF/CGAS/XCL1/TNFSF4/STAT6/STX4/TLR9/SHLD3/TRAF2/TGFB1/TNFRSF4/IL4/ATAD5",30
"GO:0019882","GO:0019882","antigen processing and presentation","68/2549","226/18670",9.32639403378366e-11,5.19841440423599e-09,4.20461614382243e-09,"HLA-DOB/NCF4/WAS/NCF1/NOD2/LAG3/HLA-F/HLA-DMB/TAP1/PSMB8/HLA-DOA/HLA-DPB1/HLA-DQA1/CENPE/HLA-DQB1/CCR7/CD1B/CD1C/HLA-B/CD8A/CCL19/KIF4A/TAP2/CTSS/RELB/FCGR2B/CD1E/PSMB9/PYCARD/RACGAP1/CTSH/CYBB/KIF15/HLA-DMA/HLA-DRB1/HLA-A/TAPBP/PSMB10/HLA-DPA1/IFI30/CD74/B2M/HLA-DRA/DYNC1LI2/NCF2/DYNC1I1/KIF23/IKBKB/CLEC4M/ERAP1/HLA-G/HLA-C/RAB33A/CLTC/AP1S2/AP3B1/SEC23A/SPTBN2/PSMC2/PSMD1/HLA-DQB2/PSMA8/MARCHF1/LILRB2/CYBA/SEC24D/DYNC1I2/RAB34",68
"GO:0002294","GO:0002294","CD4-positive, alpha-beta T cell differentiation involved in immune response","29/2549","60/18670",1.09333801470631e-10,5.98626751945836e-09,4.8418527451456e-09,"IRF4/SLAMF6/JAK3/LY9/IL12RB1/IL4R/SPN/BATF/MYB/TBX21/CCL19/CD86/FOXP3/RELB/MALT1/NLRP3/HLX/IL23A/TNFSF4/IFNG/IL18/STAT6/GPR183/CD80/GATA3/LEF1/IL18R1/NFKBID/LGALS9",29
"GO:0042267","GO:0042267","natural killer cell mediated cytotoxicity","29/2549","60/18670",1.09333801470631e-10,5.98626751945836e-09,4.8418527451456e-09,"SLAMF6/LILRB1/CORO1A/SLAMF7/KLRK1/VAV1/PTPN6/NCR3/LAG3/RASGRP1/CRTAM/HLA-F/ARRB2/SH2D1A/NCR1/MICB/IL12A/UNC13D/SERPINB9/HAVCR2/IL18/IL18RAP/LYST/HLA-G/PRDX1/PVR/LGALS9/CD226/RAET1E",29
"GO:0001818","GO:0001818","negative regulation of cytokine production","82/2549","296/18670",1.1789002093411e-10,6.39811894315212e-09,5.17496915531635e-09,"TLR6/LILRB1/INPP5D/BTK/TIGIT/PTPRC/JAK3/NLRC3/PTPN6/CD96/ACP5/PTPN22/CD84/LAG3/GPR18/BANK1/HLA-F/ARRB2/BTN2A2/TBX21/NCKAP1L/CSK/NLRC5/CARD8/ADCY7/SIGIRR/NLRP7/IL12A/SLAMF1/CD200R1/TNF/CD274/HDAC9/IL27RA/TNFAIP3/FOXP3/RELB/FCGR2B/CHRNA7/RNF125/INHA/CD83/PYCARD/CARD16/NLRP3/LGR4/TMSB4X/IL23A/XCL1/HAVCR2/TNFSF4/IFNG/F2RL1/LILRA4/TRIB2/F2/CARD17/LGALS9C/CYLD/NR1H4/GATA3/TRAF3IP1/LEF1/DICER1/TLR9/ASB1/TGFB1/UBE2L6/IL36RN/TNFRSF4/RPS6KA4/IDO1/ABCD2/ATP2B1/LGALS9/IGF1/ADIPOQ/LAPTM4B/TYROBP/MC1R/CDH3/IL4",82
"GO:0031294","GO:0031294","lymphocyte costimulation","28/2549","57/18670",1.40984345678601e-10,7.58495779750874e-09,6.13491605817913e-09,"CARD11/BTLA/LCK/TNFRSF13C/PDCD1/KLRK1/CTLA4/GRAP2/VAV1/PTPN6/ICOS/CD3E/CD28/CD5/CD40LG/CSK/CCR7/CD274/CCL19/CD86/TMIGD2/TNFSF4/HHLA2/TNFRSF14/CD80/TNFSF13B/FYN/LYN",28
"GO:0043370","GO:0043370","regulation of CD4-positive, alpha-beta T cell differentiation","25/2549","47/18670",1.50666437478052e-10,8.03597628169573e-09,6.4997118309497e-09,"IRF4/SASH3/JAK3/IL12RB1/RUNX3/IL4R/MYB/TBX21/NCKAP1L/CCL19/CD86/FOXP3/CD83/MALT1/NLRP3/HLX/IL23A/TNFSF4/IFNG/IL18/SH3RF1/CD80/GATA3/NFKBID/LGALS9",25
